,name,population
1253,Wausau,39094
1254,Hurst,39016
1255,Stanton,38872
1256,Lancaster,38801
1257,Friendswood,38800
1258,Gainesville,38712
1259,The Acreage,38704
1260,Montclair,38690
1261,Kailua,38635
1262,Rock Island,38620
1263,Whitney,38585
1264,Oviedo,38551
1265,Carpentersville,38512
1266,Lake Oswego,38496
1267,Muskogee,38456
1268,Hobbs,38416
1269,Muskegon,38401
1270,Westerville,38384
1271,Little Elm,38341
1272,Hanover Park,38333
1273,Hillsborough,38303
1274,Channelview,38289
1275,Panama City,38286
1276,Florence,38228
1277,Waipahu,38216
1278,Wake Forest,38199
1279,Huber Heights,38176
1280,Martinez,38137
1281,East Meadow,38132
1282,Hanover,38088
1283,Wheeling,38079
1284,Apache Junction,38074
1285,Pleasant Grove,38052
1286,Brookfield,38025
1287,Delaware,37995
1288,Roy,37964
1289,Valley Stream,37962
1290,Spanish Fork,37935
1291,Keizer,37895
1292,Leander,37889
1293,Woodlawn,37879
1294,Lima,37873
1295,Spartanburg,37867
1296,Park Ridge,37757
1297,Winter Haven,37689
1298,Aventura,37649
1299,Severna Park,37634
1300,Royal Palm Beach,37633
1301,Brighton,37585
1302,Phenix City,37570
1303,Milton,37547
1304,Dover,37522
1305,Sun City,37499
1306,Lake Worth,37498
1307,Kew Gardens Hills,37479
1308,Jamaica Plain,37468
1309,Monrovia,37463
1310,Hollister,37462
1311,Los Banos,37457
1312,Sewell,37433
1313,Plant City,37406
1314,Greenfield,37349
1315,Marion,37330
1316,Braintree,37297
1317,Newnan,37291
1318,Texarkana,37280
1319,Addison,37208
1320,Reynoldsburg,37158
1321,South Jordan Heights,37141
1322,Odenton,37132
1323,Mableton,37115
1324,Hilton Head,37099
1325,Grants Pass,37088
1326,Indian Trail,37073
1327,Calumet City,37031
1328,Lincoln Park,37012
1329,Lynnwood,36997
1330,Whitestone,36984
1331,Beloit,36891
1332,Belleville,36878
1333,Longview,36848
1334,Columbia,36800
1335,Portage,36738
1336,Westfield,36738
1337,New Albany,36732
1338,Clifton Park,36705
1339,Fort Lee,36672
1340,Brighton,36609
1341,Bartlesville,36595
1342,Ewing,36559
1343,San Juan,36556
1344,Woodhaven,36555
1345,Mission Bend,36501
1346,San Juan Capistrano,36454
1347,Pahrump,36441
1348,Saint Charles,36376
1349,Temple City,36365
1350,Marion,36363
1351,Mechanicsville,36348
1352,Lufkin,36333
1353,Pennsauken,36332
1354,Rome,36323
1355,Claremont,36283
1356,Franklin,36222
1357,West Hollywood,36222
1358,Richfield,36216
1359,Bell,36205
1360,Lewiston,36202
1361,Dunedin,36164
1362,Kendall West,36154
1363,Del Rio,36153
1364,Oakville,36143
1365,Commack,36124
1366,Menomonee Falls,36119
1367,Moorpark,36104
1368,Gadsden,36084
1369,Issaquah,36081
1370,Spring Hill,36055
1371,Trumbull,36018
1372,Olive Branch,36010
1373,Mooresville,36009
1374,West Torrington,36000
1375,Willowbrook,35983
1376,Leavenworth,35980
1377,Clinton,35970
1378,Cottage Grove,35918
1379,Wildwood,35899
1380,Richmond,35854
1381,Oregon City,35831
1382,Goldsboro,35826
1383,Manhattan Beach,35818
1384,Parkland,35803
1385,Martinez,35795
1386,Kyle,35733
1387,East Florence,35733
1388,Kearns,35731
1389,Linton Hall,35725
1390,South Miami Heights,35696
1391,Tupelo,35680
1392,Hot Springs,35635
1393,Wildomar,35632
1394,Wentzville,35603
1395,Roseville,35580
1396,Valrico,35545
1397,Coventry,35525
1398,Rosenberg,35510
1399,Bettendorf,35505
1400,East Point,35467
1401,Prattville,35420
1402,Ponte Vedra Beach,35400
1403,Boardman,35376
1404,Cooper City,35364
1405,Oxon Hill-Glassmanor,35355
1406,Egypt Lake-Leto,35282
1407,North Lawndale,35276
1408,Oak Creek,35243
1409,Peachtree City,35240
1410,Merrillville,35224
1411,Hot Springs National Park,35193
1412,Saint Cloud,35183
1413,La Porte,35148
1414,University City,35058
1415,Upper Arlington,34907
1416,Torrington,34906
1417,Beverly Hills,34869
1418,Inver Grove Heights,34857
1419,Cumberland,34843
1420,Pleasant Hill,34810
1421,Stow,34797
1422,Lauderdale Lakes,34796
1423,La Vergne,34794
1424,Winter Springs,34789
1425,Merritt Island,34743
1426,Greenpoint,34719
1427,West Little River,34699
1428,Brunswick,34689
1429,San Dimas,34630
1430,Monroe,34623
1431,North Center,34623
1432,Queen Creek,34614
1433,Kaneohe,34597
1434,Gahanna,34590
1435,Leawood,34579
1436,Owasso,34542
1437,Derry Village,34539
1438,Orange,34457
1439,Central Islip,34450
1440,Norristown,34412
1441,Lower West Side,34410
1442,Dyker Heights,34399
1443,Glendale,34389
1444,Cottonwood Heights,34343
1445,Gallatin,34334
1446,Houma,34287
1447,Rubidoux,34280
1448,Collinwood,34220
1449,Glendale Heights,34208
1450,Butte,34190
1451,Dana Point,34181
1452,Benton,34177
1453,Vestavia Hills,34174
1454,La Presa,34169
1455,Oakton,34166
1456,Chester,34092
1457,Mount Vernon,34053
1458,Studio City,34034
1459,Salisbury,34017
1460,Riviera Beach,34005
1461,Orangevale,33960
1462,Oswego,33955
1463,El Mirage,33935
1464,West Lake Sammamish,33929
1465,Chelmsford,33925
1466,North Bel Air,33925
1467,Bay City,33917
1468,Nacogdoches,33894
1469,Shrewsbury,33893
1470,McMinnville,33892
1471,Bridgeport,33878
1472,Dalton,33853
1473,Olney,33844
1474,North Providence,33835
1475,Newark,33817
1476,Oak Hill,33811
1477,Deer Park,33806
1478,Holland,33742
1479,Throgs Neck,33683
1480,Northbrook,33663
1481,Hilliard,33649
1482,Wenatchee,33636
1483,Fair Lawn,33597
1484,West Fargo,33597
1485,Kennesaw,33584
1486,New City,33559
1487,Long Beach,33550
1488,Richmond,33533
1489,Suitland-Silver Hill,33515
1490,Chillum,33513
1491,Foster City,33477
1492,Fairborn,33452
1493,Menlo Park,33449
1494,Chicago Loop,33442
1495,Cibolo,33433
1496,Lawndale,33430
1497,Hinesville,33398
1498,Waxahachie,33384
1499,St. Charles,33379
1500,Woodridge,33370
1501,Carrollwood,33365
1502,Elk Grove Village,33238
1503,Pekin,33223
1504,Socorro,33222
1505,Elmont,33198
1506,Adelanto,33166
1507,Tooele,33157
1508,Golden Glades,33145
1509,Marrero,33141
1510,Jackson,33133
1511,Foothill Farms,33121
1512,Englewood,33082
1513,Copperas Cove,33081
1514,Bath Beach,33080
1515,Huntington Station,33029
1516,Seaside,33025
1517,Kearney,33021
1518,Redan,33015
1519,Manitowoc,33010
1520,Williamsburg,33000
1521,Goshen,32983
1522,St. Charles,32974
1523,Greenacres City,32963
1524,Salisbury,32899
1525,Douglasville,32897
1526,Silver Lake,32890
1527,Security-Widefield,32882
1528,University Place,32842
1529,Pullman,32816
1530,Juneau,32756
1531,West Lawn,32749
1532,Mount Lebanon,32730
1533,Alabaster,32707
1534,Farmers Branch,32689
1535,Oildale,32684
1536,La Verne,32681
1537,Mason,32662
1538,Eastpointe,32657
1539,Gillette,32649
1540,Valparaiso,32626
1541,Midvale,32613
1542,Spring Valley,32598
1543,Rome,32573
1544,Lewiston,32544
1545,North Ridgeville,32483
1546,Petersburg,32477
1547,Ken Caryl,32438
1548,Randallstown,32430
1549,Westlake,32428
1550,Bangor,32391
1551,Clermont,32390
1552,Sun Prairie,32365
1553,Georgetown,32356
1554,Greater Grand Crossing,32346
1555,Fairbanks,32325
1556,College Park,32301
1557,Springville,32286
1558,Natick,32276
1559,Massillon,32252
1560,Walla Walla,32237
1561,Florence,32227
1562,Andover,32213
1563,Hopkinsville,32205
1564,Laramie,32158
1565,West Englewood,32156
1566,Greenville,32156
1567,Bethel Park,32118
1568,Cookeville,32113
1569,Randolph,32112
1570,Oceanside,32109
1571,Danville,32108
1572,Montgomery Village,32032
1573,North Olmsted,32004
1574,Land O' Lakes,31996
1575,Richmond West,31973
1576,Watertown,31915
1577,Glastonbury,31876
1578,Westmont,31853
1579,Garfield,31802
1580,Laguna Hills,31748
1581,West Bend,31695
1582,Willingboro,31668
1583,Cicero,31632
1584,Mundelein,31582
1585,Centereach,31578
1586,Mount Juliet,31540
1587,Naugatuck,31538
1588,San Luis,31520
1589,Brighton Beach,31462
1590,Michigan City,31459
1591,Dania Beach,31446
1592,Lewiston Orchards,31422
1593,Lexington,31394
1594,Chatham,31392
1595,Navarre,31378
1596,Holly Springs,31377
1597,Shawnee,31286
1598,Brentwood Estates,31279
1599,Galesburg,31273
1600,Bowling Green,31246
1601,Des Moines,31221
1602,Wheat Ridge,31192
1603,Florence,31110
1604,Gurnee,31056
1605,Myrtle Beach,31035
1606,Parkersburg,30991
1607,Miami Lakes,30972
1608,Saratoga,30968
1609,East Lake,30962
1610,Banning,30945
1611,Goleta,30944
1612,Lakeside,30943
1613,Long Branch,30941
1614,Fair Oaks,30912
1615,Wayne,30892
1616,Lake Stevens,30886
1617,Dover,30880
1618,Radnor,30878
1619,Holladay,30864
1620,Herriman,30835
1621,South Kingstown,30826
1622,Estero,30799
1623,Ithaca,30788
1624,North Tonawanda,30785
1625,Brooklyn Center,30770
1626,Pikesville,30764
1627,New Iberia,30754
1628,Alamogordo,30753
1629,Parkville,30734
1630,Statesboro,30721
1631,Morgantown,30708
1632,Los Gatos,30705
1633,Matthews,30678
1634,Los Altos,30671
1635,Clearfield,30653
1636,Franklin,30636
1637,Owings Mills,30622
1638,Aiken,30604
1639,Plainfield,30590
1640,Helena,30581
1641,Ballwin,30577
1642,Manchester,30577
1643,Algonquin,30571
1644,Bel Air North,30568
1645,Newington,30562
1646,Westfield,30548
1647,Santa Paula,30546
1648,Fallbrook,30534
1649,Eldersburg,30531
1650,Sherwood,30517
1651,Springfield Gardens,30515
1652,Lawrenceville,30493
1653,Springfield,30484
1654,Kaysville,30472
1655,Granger,30465
1656,Burlingame,30459
1657,Post Falls,30453
1658,Liberty,30450
1659,San Pablo,30407
1660,Savage,30391
1661,Poughkeepsie,30371
1662,Texarkana,30353
1663,North Royalton,30311
1664,Chicago Heights,30284
1665,Lebanon,30262
1666,Walnut,30237
1667,Madison Heights,30198
1668,DeLand,30195
1669,Cedar City,30184
1670,Parkland,30177
1671,West Warwick,30146
1672,Jamestown,30075
1673,New Bern,30070
1674,Rochester,30038
1675,Cleburne,30020
1676,Winter Park,29943
1677,Carney,29941
1678,Southlake,29941
1679,San Carlos,29931
1680,Woodstock,29898
1681,East Hill-Meridian,29878
1682,Niles,29876
1683,Laplace,29872
1684,Westchester,29862
1685,Atascadero,29819
1686,Kent,29810
1687,Gloucester,29781
1688,Nicholasville,29754
1689,Oak Park,29752
1690,Highland Park,29743
1691,Elizabethtown,29678
1692,Austintown,29677
1693,East Palo Alto,29662
1694,South Gate,29658
1695,Pueblo West,29637
1696,Port Chester,29620
1697,Princeton,29603
1698,Fort Hood,29589
1699,LaGrange,29588
1700,Salem,29549
1701,Opelika,29527
1702,Rahway,29508
1703,North Chicago,29491
1704,Middle Village,29491
1705,Morristown,29478
1706,Cheshire,29443
1707,Branford,29438
1708,Raytown,29401
1709,Fruit Cove,29362
1710,Port Huron,29330
1711,Tewksbury,29326
1712,Franklin Square,29320
1713,Oak Ridge,29302
1714,Southgate,29293
1715,East Haven,29257
1716,Upper Alton,29251
1717,Johnston,29247
1718,Atwater,29237
1719,West Falls Church,29207
1720,Williamsport,29201
1721,Duluth,29193
1722,Fort Bragg,29183
1723,Russellville,29166
1724,Sanford,29144
1725,Harker Heights,29142
1726,Voorhees,29131
1727,Burbank,29128
1728,Marion,29081
1729,Granite City,29054
1730,Milford Mill,29042
1731,Lake in the Hills,29024
1732,Evans,29011
1733,O'Fallon,29002
1734,Fort Hamilton,28966
1735,Carlsbad,28957
1736,Ferry Pass,28921
1737,Kingman,28912
1738,Orcutt,28905
1739,Henderson,28890
1740,Needham,28886
1741,Crown Point,28879
1742,Big Spring,28862
1743,Dracut,28831
1744,Schererville,28791
1745,Burton,28788
1746,Ridgecrest,28780
1747,Windsor,28778
1748,Eagle Pass,28765
1749,Agawam,28761
1750,Weatherford,28742
1751,West Elkridge,28734
1752,East Chicago,28699
1753,Redmond,28654
1754,Jacksonville,28643
1755,Socorro Mission Number 1 Colonia,28637
1756,Norwood,28602
1757,Northampton,28540
1758,Englewood,28539
1759,Lake Magdalene,28509
1760,Perry Hall,28474
1761,Maryville,28464
1762,Hobart,28404
1763,Fresh Meadows,28397
1764,Mehlville,28380
1765,Greer,28365
1766,Lansing,28349
1767,Harrison,28348
1768,Monterey,28338
1769,West Islip,28335
1770,Desert Hot Springs,28335
1771,American Fork,28326
1772,Central,28295
1773,Newburgh,28290
1774,Chamblee,28244
1775,Millville,28230
1776,North Andover,28222
1777,SeaTac,28215
1778,Elmira,28213
1779,Spring Valley,28205
1780,Stockbridge,28202
1781,Glen Ellyn,28201
1782,Monroeville,28176
1783,Benicia,28167
1784,Fredericksburg,28118
1785,Suisun,28111
1786,Aberdeen,28102
1787,Cranberry Township,28098
1788,Garfield Heights,28097
1789,South Chicago,28095
1790,Cornelius,28092
1791,Oakdale,28080
1792,Oak Forest,28074
1793,Garner,28053
1794,Vestal,28043
1795,Drexel Hill,28043
1796,North Kingstown,28042
1797,Bella Vista,27999
1798,Melrose,27997
1799,Fitchburg,27996
1800,Gramercy Park,27988
1801,Wellesley,27982
1802,Enterprise,27978
1803,Winchester,27978
1804,Slidell,27942
1805,University Heights,27935
1806,West Springfield,27912
1807,Dodge City,27912
1808,Paragould,27900
1809,Maywood,27888
1810,Seguin,27864
1811,Shirley,27854
1812,Livingston,27853
1813,Round Lake Beach,27852
1814,Frankfort,27830
1815,Sterling,27822
1816,Middletown,27812
1817,Fountain,27767
1818,Saratoga Springs,27765
1819,Kirkwood,27750
1820,Drexel Heights,27749
1821,Deer Park,27745
1822,Lafayette,27729
1823,Fridley,27713
1824,West Scarborough,27706
1825,Queensbury,27703
1826,Rexburg,27663
1827,Wheeling,27648
1828,Shaker Heights,27646
1829,Mililani Town,27629
1830,Bergenfield,27621
1831,Marshalltown,27620
1832,Tucker,27581
1833,Nutley,27572
1834,Lake Jackson,27533
1835,Plum,27505
1836,Windsor,27464
1837,West Chicago,27447
1838,Allen Park,27425
1839,Wilmette,27413
1840,Imperial Beach,27408
1841,Glen Cove,27400
1842,Syracuse,27395
1843,Maryland Heights,27389
1844,Mason City,27366
1845,Crofton,27348
1846,Anderson,27335
1847,Eagle Mountain,27332
1848,College Point,27307
1849,Winchester,27284
1850,Lindenhurst,27277
1851,Spanaway,27227
1852,Belmont,27218
1853,Hunts Point,27204
1854,Holbrook,27195
1855,New London,27179
1856,Paso Robles,27157
1857,Tualatin,27154
1858,Fleming Island,27126
1859,Winona,27094
1860,Thomasville,27061
1861,Casselberry,27056
1862,Eureka,27017
1863,East Saint Louis,27006
1864,Garden City,27005
1865,Alton,27003
1866,Milton,27003
1867,University Park,26995
1868,Auburn,26985
1869,Williston,26977
1870,Paramus,26974
1871,Back Mountain,26973
1872,West Milford,26968
1873,Jeffersontown,26946
1874,Garden City,26920
1875,Stoughton,26915
1876,Horn Lake,26915
1877,Easton,26915
1878,Prairieville,26895
1879,Hyde Park,26893
1880,Dix Hills,26892
1881,Gladstone,26861
1882,Cutler Ridge,26831
1883,Independence,26819
1884,Watertown,26780
1885,Wooster,26749
1886,Bessemer,26730
1887,Merrimack,26726
1888,Lemon Grove,26709
1889,Kankakee,26676
1890,Wethersfield,26668
1891,Bristol,26666
1892,McHenry,26657
1893,Saugus,26628
1894,Stevens Point,26604
1895,West Linn,26593
1896,Superior,26579
1897,Tujunga,26527
1898,Greenville,26515
1899,Magna,26505
1900,Batavia,26495
1901,Cantonment,26493
1902,Danvers,26493
1903,Shoreview,26477
1904,Paradise,26476
1905,Fremont,26474
1906,Smithtown,26470
1907,Pearl,26462
1908,Mansfield City,26439
1909,Mercerville-Hamilton Square,26419
1910,North Creek,26410
1911,Carbondale,26399
1912,Westport,26391
1913,Medina,26339
1914,Bay Shore,26337
1915,Kahului,26337
1916,Vernon Hills,26314
1917,Zionsville,26296
1918,Norco,26289
1919,Wasco,26279
1920,Mount Pleasant,26272
1921,Fortuna Foothills,26265
1922,Barberton,26234
1923,Kingsville,26225
1924,Statesville,26221
1925,Plainview,26217
1926,Laurel,26215
1927,Carrollton,26203
1928,South Pasadena,26151
1929,Howard Beach,26148
1930,Englewood,26121
1931,Four Corners,26116
1932,South Laurel,26112
1933,Asheboro,26103
1934,Buenaventura Lakes,26079
1935,Clinton,26064
1936,Mount Pleasant,26060
1937,Twentynine Palms,26025
1938,Huntley,26005
1939,Pennsport,26000
1940,Xenia,25976
1941,Reisterstown,25968
1942,Green,25898
1943,Brawley,25897
1944,Yukon,25892
1945,Opportunity,25877
1946,Forest Hills,25867
1947,Lafayette,25843
1948,Ramsey,25828
1949,Suitland,25825
1950,Pleasure Ridge Park,25813
1951,Rosedale,25812
1952,New Lenox,25800
1953,Madison,25799
1954,Neenah,25792
1955,Alvin,25791
1956,Key West,25755
1957,Randolph,25734
1958,Temple Terrace,25731
1959,Owatonna,25725
1960,Homewood,25708
1961,Sahuarita,25707
1962,Maple Valley,25686
1963,Hazelwood,25661
1964,Troy,25659
1965,Lemoore,25647
1966,Mint Hill,25627
1967,Ridgewood,25621
1968,Long Island City,25595
1969,Cabot,25587
1970,Reedley,25569
1971,Edgewood,25562
1972,Meadow Woods,25558
1973,South Portland,25556
1974,West Whittier-Los Nietos,25540
1975,Lebanon,25534
1976,Zanesville,25498
1977,Colleyville,25487
1978,Canton,25469
1979,Ossining,25441
1980,Salem,25432
1981,Burlington,25410
1982,Saratoga Springs,25407
1983,Melrose Park,25379
1984,Starkville,25366
1985,Lochearn,25333
1986,Chanhassen,25332
1987,Hercules,25314
1988,Galt,25303
1989,Prior Lake,25282
1990,Castlewood,25271
1991,Grandview,25256
1992,Clinton,25254
1993,Yarmouth,25243
1994,Sandusky,25212
1995,Balch Springs,25210
1996,White Bear Lake,25205
1997,Chaska,25199
1998,Harvey,25194
1999,Middle River,25191
2000,Woodstock,25189
2001,Ardmore,25176
2002,Lockport,25175
2003,Woodburn,25173
2004,Wyandotte,25156
2005,Mauldin,25135
2006,Belvidere,25132
2007,Moscow,25060
2008,Milford,25055
2009,West Memphis,25052
2010,Athens,25044
2011,Mercer Island,25042
2012,Bridgeton,25031
2013,Maplewood,25008
2014,Soledad,25003
2015,Farmington,25000
2016,Brownsburg,24996
2017,Saginaw Township North,24994
2018,Edwardsville,24992
2019,Riverside,24972
2020,Athens,24966
2021,Sanger,24950
2022,Westmont,24941
2023,Wakefield,24932
2024,San Fernando,24931
2025,Rockledge,24926
2026,Hastings,24924
2027,Cave Spring,24922
2028,North Tustin,24917
2029,East Amherst,24914
2030,Whitehall Township,24896
2031,Daphne,24896
2032,Paducah,24864
2033,Cliffside Park,24857
2034,Elmwood Park,24840
2035,Vineyard,24836
2036,Lodi,24835
2037,Hazleton,24825
2038,Coronado,24812
2039,Hillside,24808
2040,Eagle River,24793
2041,South Salt Lake,24788
2042,Paris,24782
2043,Northport,24772
2044,Uniondale,24759
2045,University Park,24759
2046,Ponca City,24758
2047,Muskego,24755
2048,Collinsville,24754
2049,Reading,24747
2050,Dedham,24729
2051,Belmont,24729
2052,Short Pump,24729
2053,De Pere,24724
2054,Caledonia,24684
2055,Inkster,24672
2056,Vincentown,24664
2057,Bixby,24657
2058,Fort Dodge,24649
2059,Emporia,24649
2060,Walker,24647
2061,Palmetto Bay,24642
2062,Ottumwa,24624
2063,Junction City,24621
2064,Seal Beach,24619
2065,Tarpon Springs,24605
2066,Franklin,24598
2067,Herndon,24568
2068,Austin,24563
2069,Sachse,24554
2070,Sun City West,24535
2071,Watauga,24525
2072,Burlington,24498
2073,San Benito,24496
2074,Freeport,24476
2075,Staunton,24416
2076,Selma,24414
2077,South Windsor,24412
2078,North Potomac,24410
2079,Homer Glen,24395
2080,Coral Terrace,24376
2081,Norfolk,24366
2082,Ridgeland,24351
2083,Scaggsville,24333
2084,Cudahy,24311
2085,Washington,24299
2086,New Smyrna Beach,24298
2087,South Plainfield,24290
2088,Pasadena,24287
2089,Columbine,24280
2090,Greenbelt,24272
2091,South Riding,24256
2092,Citrus Park,24252
2093,Boca Del Mar,24244
2094,Newport,24232
2095,Norton Shores,24208
2096,Barstow Heights,24202
2097,Rockville Centre,24201
2098,Searcy,24196
2099,North Platte,24194
2100,Rolling Meadows,24190
2101,Carteret,24170
2102,Immokalee,24154
2103,Woodlawn,24150
2104,Medford,24142
2105,Riverbank,24122
2106,Zion,24117
2107,Trotwood,24096
2108,North Haven,24093
2109,Summerlin South,24085
2110,Mahwah,24062
2111,Loma Linda,24045
2112,Peekskill,24043
2113,Keystone,24039
2114,Baldwin,24033
2115,Fairfax,24013
2116,Maywood,24012
2117,Sebastian,24007
2118,Holt,23973
2119,Muscatine,23968
2120,Elk River,23963
2121,Rock Springs,23962
